"Company";"TypeName";"Inches";"Screen_width";"Screen_height";"TouchScreen";"IPS_Panel";"Ram";"Gpu_Brand";"Gpu_Name";"OpSys";"Weight";"Price";"Cpu_brand";"Cpu_Speed_Ghz";"Cpu_Model";"Cpu_type";"Memory_1_Type";"Memory_1_Size";"Memory_2_Type";"Memory_2_Size"
"Dell";"Gaming";17.3;3840;2160;0;1;32;"Nvidia";" GeForce GTX 1070";"Windows 10";4.42;167692;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"HDD";1024
"Dell";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.56;65481;"Intel";2.4;"Core i5 6300U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"Windows 10";2.2;22324;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"HDD";500;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.2;28505;"Intel";2.3;"Core i5 6200U";"Core i5";"HDD";500;"";0
"HP";"Notebook";15.6;1920;1080;0;0;6;"AMD";" Radeon R5 M430";"Windows 10";2.04;28718;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1060";"Windows 10";2.7;79215;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Toshiba";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.1;26533;"Intel";2.1;"Core i3 6100U";"Core i3";"SSD";128;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon 530";"Windows 10";2.1;39694;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Toshiba";"Notebook";15.6;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";2.0;67026;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Linux";2.1;21951;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";128;"";0
"Microsoft";"Ultrabook";13.5;2256;1504;1;0;8;"Intel";" Iris Plus Graphics 640";"Windows 10";1.25;99519;"Intel";2.8;"Core i7 7600U";"Core i7";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon R5 M430";"Windows 10";1.9;43580;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"HDD";1024
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.3;55092;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";35.6;1366;768;0;0;4;"AMD";" Radeon R2 Graphics";"Windows 10";2.2;18595;"AMD";2.2;"E-Series E2-9000";"E-Series E2-9000";"SSD";128;"";0
"HP";"2 in 1 Convertible";14.0;1920;1080;1;1;4;"Nvidia";" GeForce 940MX";"Windows 10";1.63;37243;"Intel";2.4;"Core i3 7100U";"Core i3";"SSD";128;"";0
"MSI";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050";"Windows 10";2.4;68944;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Asus";"Ultrabook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.1;60473;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"2 in 1 Convertible";11.6;1366;768;1;0;8;"Intel";" HD Graphics 500";"Chrome OS";1.4;26374;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";64;"";0
"LG";"Ultrabook";15.6;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.09;122491;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"Acer";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.5;69211;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"MSI";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.2;53168;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 500";"Windows 10";1.86;22324;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"SSD";128;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1060";"Windows 10";3.21;109277;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";128;"HDD";1024
"HP";"Notebook";17.3;1920;1080;0;1;4;"AMD";" Radeon R5 520";"Windows 10";2.5;37243;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;8;"Intel";" UHD Graphics 620";"Windows 10";1.19;79867;"Intel";1.8;"Core i7 8550U";"Core i7";"SSD";512;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1070";"Windows 10";3.49;149917;"Intel";2.9;"Core i7 7820HK";"Core i7";"SSD";256;"HDD";1024
"HP";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon 520";"Windows 10";1.86;32640;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Dell";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R5 M430";"Windows 10";2.2;29073;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";1024;"";0
"HP";"Notebook";17.3;1920;1080;0;1;6;"AMD";" Radeon R7 M440";"Windows 10";2.65;30316;"AMD";2.4;"A10-Series 9600P";"A10-Series 9600P";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 510";"Windows 10";2.1;16943;"Intel";1.6;"Celeron Dual Core 3855U";"Celeron Dual";"HDD";500;"";0
"Acer";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 510";"Chrome OS";1.45;19980;"Intel";1.6;"Celeron Dual Core 3855U";"Celeron Dual";"Flash Storage";32;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.7;37243;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Workstation";17.3;1920;1080;0;0;8;"Nvidia";" Quadro M1200";"Windows 10";3.14;101658;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";500;"";0
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;8;"Intel";" HD Graphics 620";"Windows 10";1.42;137995;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Toshiba";"Notebook";13.3;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.5;51841;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Acer";"Netbook";11.6;1366;768;0;0;4;"Intel";" HD Graphics";"Windows 10";1.4;14332;"Intel";1.6;"Celeron Dual Core N3050";"Celeron Dual";"Flash Storage";32;"";0
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;0;16;"Intel";" HD Graphics 620";"Windows 10";1.38;93187;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Asus";"2 in 1 Convertible";12.5;1920;1080;1;0;4;"Intel";" HD Graphics 515";"Chrome OS";1.2;35644;"Intel";0.9;"Core M M3-6Y30";"Core M";"Flash Storage";64;"";0
"Toshiba";"Ultrabook";13.3;1920;1080;1;0;16;"Intel";" HD Graphics 520";"Windows 10";1.36;100007;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";512;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.56;43636;"Intel";2.5;"Core i5 7300HQ";"Core i5";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon 530";"Windows 10";2.2;21259;"AMD";2.9;"A9-Series 9420";"A9-Series 9420";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;8;"AMD";" Radeon R7";"Windows 10";2.2;22857;"AMD";3.6;"A12-Series 9720P";"A12-Series 9720P";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.1;33111;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"HDD";1024
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"No OS";1.9;23976;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";500;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.18;42358;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;1;"Intel";" UHD Graphics 620";"Windows 10";1.6;53227;"Intel";1.6;"Core i5 8250U";"Core i5";"SSD";256;"";0
"Lenovo";"Workstation";15.6;1920;1080;0;0;16;"Nvidia";" Quadro M520M";"Windows 7";2.18;98834;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";512;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.8;63456;"Intel";2.3;"Core i5 6300HQ";"Core i5";"SSD";256;"";0
"HP";"Notebook";17.3;1920;1080;0;1;6;"AMD";" Radeon 530";"Windows 10";2.71;34899;"AMD";2.5;"A10-Series 9620P";"A10-Series 9620P";"HDD";1024;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.5;66547;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Dell";"Notebook";14.0;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Linux";1.64;58022;"Intel";2.8;"Core i5 7440HQ";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Linux";1.98;38681;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Asus";"Notebook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 500";"Windows 10";1.5;15877;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";32;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;16;"Intel";" HD Graphics 620";"Windows 10";1.93;76012;"Intel";2.6;"Core i5 7300U";"Core i5";"SSD";512;"";0
"Lenovo";"Notebook";14.0;1920;1080;0;1;8;"Nvidia";" GeForce 920MX";"Windows 10";1.87;45665;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.9;62817;"Intel";2.6;"Core i5 7300U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"AMD";" Radeon R4";"Windows 10";2.19;15877;"AMD";2.0;"A6-Series 7310 2GHz";"A6-Series 7310";"HDD";500;"";0
"Mediacom";"Notebook";14.0;1920;1200;0;1;4;"Intel";" HD Graphics 400";"Windows 10";1.4;14119;"Intel";1.9;"Atom Z8350 1.92GHz";"Atom Z8350";"HDD";32;"";0
"HP";"Notebook";17.3;1920;1080;0;0;8;"Nvidia";" GeForce 930MX";"Windows 10";2.63;63936;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Lenovo";"Ultrabook";14.0;2560;1440;0;1;64;"Intel";" HD Graphics 520";"Windows 10";1.17;89864;"Intel";2.5;"Core i7 6500U";"Core i7";"SSD";512;"";0
"HP";"2 in 1 Convertible";13.3;1366;768;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.58;44574;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Ultrabook";14.0;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.32;79867;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Gaming";17.3;3840;2160;0;0;32;"Nvidia";" GeForce GTX 1070";"Windows 10";4.36;194973;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";1024;"HDD";1024
"MSI";"Gaming";17.3;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050 Ti";"Windows 10";2.7;71847;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Lenovo";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"No OS";1.9;26102;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;4;"Intel";" HD Graphics 620";"Windows 10";1.71;34579;"Intel";2.4;"Core i3 7100U";"Core i3";"HDD";1024;"";0
"Dell";"Notebook";15.6;1366;768;0;0;8;"AMD";" Radeon R7 M445";"Linux";2.32;31410;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"HP";"Notebook";15.6;1920;1080;0;0;4;"AMD";" Radeon 520";"Windows 10";2.1;26054;"AMD";3.0;"A9-Series 9420 3GHz";"A9-Series 9420";"HDD";1024;"";0
"Acer";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";4.2;103097;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";128;"HDD";1024
"Dell";"Notebook";15.6;1366;768;0;0;12;"Intel";" HD Graphics 620";"Windows 10";2.25;34579;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";1024;"";0
"HP";"Notebook";15.6;1920;1080;0;0;6;"AMD";" Radeon 520";"Windows 10";2.1;34632;"AMD";3.0;"A9-Series A9-9420 3GHz";"A9-Series A9-9420";"SSD";128;"HDD";1024
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.4;29784;"Intel";2.5;"Core i5 7200U";"Core i5";"HDD";500;"";0
"Lenovo";"Notebook";13.3;1920;1080;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.44;51149;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Notebook";15.6;1920;1080;0;0;4;"Intel";" HD Graphics 620";"Windows 10";1.85;41505;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"HP";"Workstation";15.6;1920;1080;0;0;16;"Nvidia";" Quadro M2200";"Windows 10";2.6;128884;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;8;"Intel";" UHD Graphics 620";"Windows 10";1.55;35112;"Intel";1.6;"Core i5 8250U";"Core i5";"HDD";1024;"";0
"MSI";"Gaming";15.6;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1060";"Windows 10";1.8;111594;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";2.4;21887;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";500;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"Nvidia";" GeForce 940MX";"Windows 10";2.0;64309;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";128;"HDD";1024
"Dell";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 520";"Windows 10";2.0;35431;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";256;"";0
"Toshiba";"Notebook";14.0;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.25;81785;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;0;8;"Intel";" HD Graphics 620";"Windows 10";1.7;53227;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Workstation";15.6;3840;2160;0;1;16;"Nvidia";" Quadro M520M";"Windows 10";2.5;175771;"Intel";2.8;"Core i7 7600U";"Core i7";"SSD";1024;"";0
"Acer";"Notebook";14.0;1366;768;0;0;2;"Intel";" HD Graphics 400";"Chrome OS";1.68;17582;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"Flash Storage";32;"";0
"Samsung";"Ultrabook";13.3;1920;1080;0;0;16;"Intel";" HD Graphics 620";"Windows 10";0.81;87859;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Dell";"Notebook";14.0;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.6;60031;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"HP";"Workstation";17.3;1920;1080;0;1;16;"Nvidia";" Quadro M2000M";"Windows 7";3.0;233846;"Intel";2.9;"Xeon E3-1535M v5";"Xeon E3-1535M";"SSD";256;"";0
"Lenovo";"Netbook";11.6;1366;768;1;0;4;"Intel";" HD Graphics 400";"Windows 10";1.4;25308;"Intel";1.6;"Celeron Dual Core N3060";"Celeron Dual";"SSD";128;"";0
"HP";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 520";"Windows 10";1.84;101232;"Intel";2.4;"Core i5 6300U";"Core i5";"SSD";256;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"Nvidia";" GeForce GTX 950M";"No OS";2.45;30849;"Intel";2.3;"Core i5 6300HQ";"Core i5";"HDD";1024;"";0
"Asus";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.37;45283;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;1;8;"Intel";" HD Graphics 540";"Windows 10";1.3;63883;"Intel";1.8;"Core i5 6260U";"Core i5";"SSD";256;"";0
"HP";"Notebook";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.2;58555;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";128;"HDD";1024
"HP";"Workstation";15.6;1920;1080;0;0;8;"Nvidia";" Quadro M1000M";"Windows 7";2.59;83170;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";256;"";0
"Dell";"Gaming";15.6;3840;2160;0;1;16;"Nvidia";" GeForce GTX 1070";"Windows 10";4.42;152860;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 620";"Windows 10";2.1;31915;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Lenovo";"Gaming";15.6;1920;1080;0;1;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.5;55837;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Dell";"Ultrabook";12.5;1920;1080;0;0;16;"Intel";" HD Graphics 620";"Windows 10";1.18;99048;"Intel";2.8;"Core i7 7600U";"Core i7";"SSD";256;"";0
"Google";"Ultrabook";12.3;2400;1600;1;0;8;"Intel";" HD Graphics 615";"Chrome OS";1.1;83064;"Intel";1.2;"Core i5 7Y57";"Core i5";"SSD";256;"";0
"Asus";"Ultrabook";13.3;3200;1800;0;1;8;"Intel";" HD Graphics 620";"Windows 10";1.2;60153;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";13.3;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.65;45235;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"HDD";500;"";0
"Acer";"Notebook";13.3;1366;768;0;0;4;"Intel";" HD Graphics 520";"Windows 10";1.6;34898;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";128;"";0
"Asus";"Notebook";17.3;1366;768;0;0;4;"Nvidia";" GeForce 920MX";"Windows 10";2.8;25060;"Intel";1.1;"Pentium Quad Core N4200";"Pentium Quad";"HDD";1024;"";0
"Dell";"Gaming";15.6;3840;2160;1;1;16;"Nvidia";" GeForce GTX 960M";"Windows 10";2.72;58555;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";128;"HDD";1024
"Samsung";"Ultrabook";13.3;1920;1080;1;0;8;"Intel";" HD Graphics 620";"Windows 10";1.31;85195;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Acer";"Notebook";15.6;1366;768;0;0;4;"Intel";" HD Graphics 505";"Linux";2.1;15877;"Intel";1.1;"Pentium Quad Core N4200";"Pentium Quad";"HDD";1024;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;16;"AMD";" Radeon R7 M445";"Windows 10";2.3;62938;"Intel";2.7;"Core i7 7500U";"Core i7";"";0;"";0
"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;0;16;"AMD";" Radeon 540";"Windows 10";1.71;95851;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Toshiba";"Notebook";14.0;1366;768;0;1;4;"Intel";" HD Graphics 520";"Windows 10";1.75;54346;"Intel";2.3;"Core i5 6200U";"Core i5";"SSD";128;"";0
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.62;58555;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"Asus";"2 in 1 Convertible";15.6;1920;1080;1;0;12;"Nvidia";" GeForce 940MX";"Windows 10";2.3;44702;"Intel";2.7;"Core i7 7500U";"Core i7";"HDD";1024;"";0
"Lenovo";"Notebook";15.6;3840;2160;0;0;16;"Nvidia";" Quadro M2000M";"Windows 7";2.5;126274;"Intel";2.7;"Core i7 6820HQ";"Core i7";"SSD";512;"";0
"Acer";"Notebook";14.0;1920;1080;0;1;4;"Intel";" HD Graphics 620";"Windows 10";1.8;33886;"Intel";2.4;"Core i3 7100U";"Core i3";"SSD";128;"";0
"Razer";"Gaming";14.0;1920;1080;0;0;16;"Nvidia";" GeForce GTX 1060";"Windows 10";1.95;154459;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";512;"";0
"Asus";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 505";"Windows 10";2.0;31004;"Intel";1.1;"Pentium Dual Core N4200";"Pentium Dual";"SSD";128;"";0
"Dell";"Gaming";17.3;1920;1080;0;1;32;"Nvidia";" GeForce GTX 1070M";"Windows 10";4.42;191211;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";1024;"HDD";1024
"Asus";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1070";"Windows 10";4.3;125208;"Intel";2.6;"Core i7 6700HQ";"Core i7";"SSD";256;"HDD";1024
"Toshiba";"Ultrabook";14.0;1920;1080;0;1;16;"Nvidia";" GeForce 930M";"Windows 10";1.47;93986;"Intel";2.6;"Core i7 6600U";"Core i7";"SSD";512;"";0
"Lenovo";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 405";"No OS";2.2;17529;"Intel";1.6;"Celeron Quad Core N3710";"Celeron Quad";"HDD";1024;"";0
"Lenovo";"Ultrabook";14.0;1920;1080;0;0;16;"Intel";" HD Graphics 620";"Windows 10";1.7;122491;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"MSI";"Gaming";14.0;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";1.6;100752;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"MSI";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.2;58022;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";128;"HDD";1024
"Lenovo";"Gaming";15.6;1920;1080;0;1;4;"Nvidia";" GeForce GTX 1050";"Windows 10";2.4;53227;"Intel";2.8;"Core i7 7700HQ";"Core i7";"HDD";1024;"";0
"Acer";"Gaming";17.3;1920;1080;0;1;16;"Nvidia";" GeForce GTX 1060";"Windows 10";4.2;122491;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"HDD";1024
"Dell";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.62;52481;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Asus";"Gaming";15.6;1920;1080;0;0;8;"Nvidia";" GeForce GTX1060";"Windows 10";2.24;71342;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";128;"HDD";1024
"Vero";"Notebook";14.0;1920;1080;0;0;4;"Intel";" HD Graphics 500";"Windows 10";1.22;10811;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";32;"";0
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.37;104962;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";512;"";0
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;0;8;"AMD";" Radeon R7 M460";"Windows 10";2.08;51096;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Apple";"Ultrabook";12.0;2304;1440;0;1;8;"Intel";" HD Graphics 5300";"macOS";0.92;62071;"Intel";1.2;"Core M";"Core M";"Flash Storage";512;"";0
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.42;124142;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Asus";"Notebook";14.0;1366;768;0;0;4;"Intel";" HD Graphics 500";"Windows 10";1.63;15931;"Intel";1.1;"Celeron Dual Core N3350";"Celeron Dual";"Flash Storage";32;"";0
"Dell";"Notebook";15.6;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.95;43157;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";128;"";0
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;8;"Intel";" HD Graphics 620";"Windows 10";1.38;71875;"Intel";2.7;"Core i7 7500U";"Core i7";"SSD";256;"";0
"Dell";"Notebook";15.6;1920;1080;0;0;8;"AMD";" Radeon R5 M420X";"Windows 10";2.0;39374;"Intel";2.0;"Core i3 6006U 2GHz";"Core i3";"SSD";256;"";0
"HP";"Workstation";15.6;1920;1080;0;0;8;"Nvidia";" Quadro M2200";"Windows 10";3.14;110018;"Intel";2.8;"Core i7 7700HQ";"Core i7";"SSD";256;"";0
"Asus";"Notebook";15.6;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";2.37;58555;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Ultrabook";13.3;1920;1080;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.29;79867;"Intel";2.5;"Core i5 7200U";"Core i5";"SSD";256;"";0
"Dell";"Notebook";15.6;3840;2160;1;0;8;"Nvidia";" GeForce GTX 1050";"Windows 10";2.06;93187;"Intel";2.5;"Core i5 7300HQ";"Core i5";"SSD";256;"";0
"Dell";"Netbook";11.6;1366;768;0;0;4;"Intel";" HD Graphics 505";"Windows 10";1.63;39640;"Intel";1.1;"Pentium Quad Core N4200";"Pentium Quad";"SSD";128;"";0
"HP";"Netbook";12.5;1366;768;0;0;8;"Intel";" HD Graphics 620";"Windows 10";1.26;74006;"Intel";2.6;"Core i5 7300U";"Core i5";"SSD";256;"";0
